entropy,bits per pixel,bits per pixel (no header)
11.986783702994918,16.565441131591797,12.019359588623047
13.558184251922118,18.313716888427734,13.585376739501953
12.990200830700498,20.299694061279297,13.01504135131836
12.77626325855959,16.586071014404297,12.802326202392578
12.917662930554986,15.240997314453125,12.944896697998047
12.926703055336953,17.307411193847656,12.95184326171875
10.993712057872681,12.781490325927734,11.022998809814453
11.459915496077834,15.981338500976562,11.487239837646484
9.37420066290476,14.763778686523438,9.407127380371094
13.186044505777218,20.343929290771484,13.212287902832031
10.276130654922941,12.167545318603516,10.304229736328125
7.381187171622491,7.446647644042969,7.411430358886719
11.970734956551945,14.578712463378906,11.998332977294922
15.667120998451768,27.593059539794922,15.689105987548828
7.632494818333317,8.430526733398438,7.65997314453125
10.484235973272012,15.225322723388672,10.505077362060547
6.411709228813544,6.482933044433594,6.437705993652344
15.803058831865314,26.74582290649414,15.827388763427734
14.24877405295684,26.21971893310547,14.269474029541016
16.336143071482393,30.54247283935547,16.35735321044922
15.029913648698905,27.371826171875,15.049591064453125
9.51581965105469,10.859027862548828,9.540855407714844
14.750915906048167,26.443099975585938,14.771709442138672
14.619386298752485,24.53386688232422,14.643325805664062
11.474305835622362,14.313968658447266,11.502681732177734
13.775364947947285,22.41021728515625,13.797966003417969
14.877939186182871,24.33019256591797,14.901512145996094
7.657544553013171,7.709262847900391,7.677616119384766
9.883223697047011,12.874958038330078,9.909893035888672
11.551019024933355,15.408050537109375,11.577072143554688
6.932377459248282,6.987781524658203,6.95599365234375
11.57957927336216,14.544269561767578,11.606407165527344
10.797178063241324,12.30752944946289,10.827804565429688
12.136889912779438,15.674205780029297,12.164325714111328
15.44129836355152,24.42844009399414,15.46706771850586
13.575149624578216,18.717933654785156,13.602165222167969
10.023996174890701,10.751117706298828,10.052745819091797
11.319279073119985,17.18362808227539,11.344722747802734
7.575705955593183,7.639900207519531,7.608692169189453
3.8953219291392176,3.9715957641601562,3.93560791015625
14.133736378176602,20.186443328857422,14.161602020263672
10.766887108469188,13.330974578857422,10.793964385986328
11.884556460897791,14.922462463378906,11.9122314453125
13.049895440494307,21.02660369873047,13.069267272949219
9.586528312472634,11.66214370727539,9.616447448730469
12.037492335078797,15.242416381835938,12.064811706542969
11.637874339990496,13.435516357421875,11.666728973388672
11.305708634827528,14.899555206298828,11.333423614501953
13.68029519412231,21.0655517578125,13.70449447631836
12.503115518371986,18.514999389648438,12.52811050415039
11.810668515965114,15.874336242675781,11.835315704345703
13.016292312183072,17.180614471435547,13.042236328125
14.429576300401552,20.89883804321289,14.456462860107422
11.345429905791638,15.68234634399414,11.373340606689453
15.32607953677671,26.674434661865234,15.35043716430664
12.441864618489237,15.18167495727539,12.46988296508789
15.833829274478193,29.237579345703125,15.854698181152344
12.854790349973092,17.934803009033203,12.878936767578125
14.003122762479041,20.518321990966797,14.028301239013672
13.345119851076849,19.472827911376953,13.370475769042969
11.83716689496868,14.194755554199219,11.865306854248047
13.227540908418323,17.082626342773438,13.25521469116211
11.281688086604447,14.11337661743164,11.307365417480469
11.319279073119985,17.18362808227539,11.344722747802734
11.99042710881599,15.203933715820312,12.016960144042969
14.877939186182871,24.33019256591797,14.901512145996094
12.652898470393534,18.878761291503906,12.678031921386719
13.402457074861221,19.066505432128906,13.428348541259766
10.886625727177863,12.987701416015625,10.912609100341797
10.657339075361897,17.37570571899414,10.690990447998047
10.481521714104154,13.181159973144531,10.50662612915039
13.686383414801716,18.825687408447266,13.713909149169922
13.941612649980204,21.35810089111328,13.965404510498047
13.213212047667637,19.931564331054688,13.239826202392578
11.510041325325673,17.36919403076172,11.53546142578125
12.347380175600307,14.396102905273438,12.375846862792969
13.206672672600112,18.654273986816406,13.232223510742188
13.135383792172249,20.173053741455078,13.160369873046875
9.680424149997807,11.039108276367188,9.710712432861328
9.628662910371013,13.097175598144531,9.66189956665039
14.373869679712259,20.031795501708984,14.401473999023438
13.294518250108245,19.674240112304688,13.32021713256836
11.537620289345114,16.38166046142578,11.563102722167969
12.669033325131057,17.25133514404297,12.695552825927734
9.485514820490403,14.600399017333984,9.501262664794922
13.989074252381045,19.244239807128906,14.015571594238281
13.912838887330349,20.296627044677734,13.938774108886719
11.546797122277091,16.07345199584961,11.57442855834961
13.512978927716224,19.051536560058594,13.53826904296875
13.029498021651872,19.22714614868164,13.053516387939453
15.00930397894596,21.172664642333984,15.0369873046875
13.837655751193182,17.776931762695312,13.864871978759766
12.539855304074605,16.310260772705078,12.565696716308594
11.053156532829368,12.571182250976562,11.081878662109375
8.758345991527113,8.96285629272461,8.778488159179688
11.266874216423265,13.418426513671875,11.294197082519531
9.62756482467321,13.050521850585938,9.66497802734375
9.111331417485204,10.31441879272461,9.145954132080078
13.191211491675395,17.211761474609375,13.217933654785156
12.725470671179886,16.612884521484375,12.751533508300781
15.803058831865314,26.74582290649414,15.827388763427734
9.457497679428048,12.906620025634766,9.482959747314453
14.449528583097745,23.01879119873047,14.473163604736328
13.8808841147763,20.345394134521484,13.906005859375
12.819687731935911,20.044662475585938,12.843177795410156
11.49846422260817,14.491405487060547,11.529048919677734
11.129937320726667,14.132022857666016,11.15707015991211
14.45985196662126,22.712493896484375,14.48394775390625
10.026482523284754,12.08843994140625,10.05368423461914
15.63675590122107,26.9407958984375,15.66082763671875
11.893389126247428,13.698421478271484,11.919048309326172
14.006497720986795,21.15511703491211,14.031425476074219
13.159811587673712,20.756900787353516,13.182430267333984
9.449314837352027,10.512889862060547,9.475700378417969
9.122180168355436,13.996021270751953,9.190620422363281
14.02456098803722,22.972564697265625,14.047386169433594
13.197029050957486,19.4937744140625,13.22116470336914
16.263535934625224,30.912410736083984,16.283477783203125
10.628687180157762,11.585224151611328,10.656036376953125
9.989130558902033,12.004146575927734,10.017631530761719
12.64108915274046,17.769500732421875,12.669189453125
11.474305835622362,14.313968658447266,11.502681732177734
13.903201947923085,17.897186279296875,13.93204116821289
13.578983555221027,22.824310302734375,13.600055694580078
10.611069665536078,12.118507385253906,10.640892028808594
8.275306881485585,9.410511016845703,8.301578521728516
7.388376936067122,7.839744567871094,7.418426513671875
7.575705955593183,7.639900207519531,7.608692169189453
9.336009543231263,10.047843933105469,9.363712310791016
10.458786855687878,11.409034729003906,10.488483428955078
13.78345105520961,19.449298858642578,13.809593200683594
6.036738849954276,6.383941650390625,6.066646575927734
14.542441813622125,24.934894561767578,14.563671112060547
11.637874339990496,13.435516357421875,11.666728973388672
11.565961426182739,15.084667205810547,11.59377670288086
12.853725947830721,16.223358154296875,12.881889343261719
13.8808841147763,20.345394134521484,13.906005859375
14.02456098803722,22.972564697265625,14.047386169433594
11.810668515965114,15.874336242675781,11.835315704345703
12.634847368555066,16.44330596923828,12.661571502685547
13.68029519412231,21.0655517578125,13.70449447631836
10.975798866210685,13.927371978759766,11.0032958984375
13.076989643871675,17.885780334472656,13.102119445800781
14.22938341332194,21.428817749023438,14.25472640991211
13.495160055053272,19.00170135498047,13.51974105834961
14.6769237580511,24.388629913330078,14.7001953125
10.081704937642124,10.992382049560547,10.11276626586914
13.928526248971759,20.872901916503906,13.95416259765625
14.354471522182235,21.841266632080078,14.381511688232422
13.693073906179126,18.793392181396484,13.719478607177734
14.628329134157926,22.173507690429688,14.654670715332031
13.201325879372728,23.092334747314453,13.223217010498047
9.122180168355436,13.996021270751953,9.190620422363281
12.229414374221905,15.023674011230469,12.256603240966797
8.758345991527113,8.96285629272461,8.778488159179688
10.628687180157762,11.585224151611328,10.656036376953125
8.307208288610493,8.742351531982422,8.33267593383789
16.160454278813397,29.38638687133789,16.183128356933594
7.329317746230369,7.393161773681641,7.3616485595703125
13.887566288485708,18.196739196777344,13.914470672607422
9.173749738170105,9.897209167480469,9.202693939208984
14.105361041800482,22.136722564697266,14.132579803466797
16.119533873833774,30.100845336914062,16.139835357666016
10.484235973272012,15.225322723388672,10.505077362060547
12.72896081715065,18.94101333618164,12.75494384765625
12.637192904777418,18.15396499633789,12.663589477539062
12.885885263832082,17.838035583496094,12.91329574584961
10.166894673610832,11.700458526611328,10.19808578491211
12.487591731413977,18.08951187133789,12.51116943359375
14.378510320684535,22.443592071533203,14.403934478759766
13.622298819013839,17.078113555908203,13.650386810302734
14.170691109930285,22.694416046142578,14.194149017333984
14.796791697395099,23.320087432861328,14.821422576904297
14.228756241208936,21.541248321533203,14.25399398803711
12.674907509184722,17.80278778076172,12.699821472167969
13.035517281466271,18.032733917236328,13.061561584472656
12.762754152873377,17.375179290771484,12.789134979248047
12.885885263832082,17.838035583496094,12.91329574584961
12.60229163111973,15.694957733154297,12.630287170410156
9.979607675653746,12.097648620605469,10.01156997680664
11.722054364499314,14.496036529541016,11.751361846923828
11.743283307978038,14.052574157714844,11.770408630371094
14.812696891790775,27.22256088256836,14.832530975341797
13.253262437307304,16.324466705322266,13.281005859375
14.812696891790775,27.22256088256836,14.832530975341797
7.074606891268988,7.152923583984375,7.103069305419922
12.595858917080351,17.27246856689453,12.622417449951172
13.972988129435185,20.812767028808594,13.99814224243164
12.704146110309491,17.1201171875,12.730018615722656
8.348359124194435,9.198291778564453,8.37127685546875
12.508380761636147,16.900726318359375,12.533500671386719
15.342487007854675,27.72323989868164,15.362812042236328
12.505749745475317,14.67789077758789,12.5328369140625
10.987452840968036,12.222885131835938,11.015983581542969
12.683218753904507,16.979427337646484,12.708023071289062
11.537620289345114,16.38166046142578,11.563102722167969
13.928180245818229,19.607460021972656,13.954261779785156
14.719520084557347,22.079898834228516,14.745338439941406
12.64108915274046,17.769500732421875,12.669189453125
13.979778569022525,21.062320709228516,14.004875183105469
12.95865066982953,15.37447738647461,12.987728118896484
13.339557437471882,18.105281829833984,13.367473602294922
11.546797122277091,16.07345199584961,11.57442855834961
14.67763312190964,23.305553436279297,14.70211410522461
8.73886210464629,10.710334777832031,8.76486587524414
10.165374120068511,15.726497650146484,10.188789367675781
7.331136850791918,7.391021728515625,7.359687805175781
13.526645482846103,18.893753051757812,13.552112579345703
7.1667883046253795,7.230556488037109,7.19683837890625
13.295224142367962,16.778491973876953,13.323211669921875
11.129937320726667,14.132022857666016,11.15707015991211
15.659695839431837,25.614521026611328,15.685432434082031
13.127663911757923,18.304473876953125,13.153480529785156
10.879079743455037,13.024017333984375,10.9085693359375
13.561038800031703,19.711429595947266,13.587875366210938
11.128115533083848,13.056526184082031,11.156558990478516
9.883223697047011,12.874958038330078,9.909893035888672
13.229724101817283,17.423946380615234,13.257186889648438
14.006497720986795,21.15511703491211,14.031425476074219
11.986783702994918,16.565441131591797,12.019359588623047
10.931835887985452,15.038150787353516,10.959896087646484
12.822257221183985,15.784553527832031,12.85000991821289
14.853916731839508,22.536571502685547,14.879035949707031
13.227540908418323,17.082626342773438,13.25521469116211
13.388764471226784,18.180667877197266,13.414623260498047
10.35831273285756,11.97603988647461,10.388381958007812
14.769880915791964,21.019554138183594,14.7967529296875
13.795993524610433,17.290912628173828,13.824077606201172
12.240507427542028,15.126949310302734,12.26620101928711
10.490075468267024,10.887619018554688,10.518245697021484
15.803058831865314,26.74582290649414,15.827388763427734
11.690065307898879,13.511409759521484,11.718570709228516
15.639955321315947,27.08877944946289,15.66286849975586
13.696886329048592,19.234893798828125,13.722679138183594
13.887566288485708,18.196739196777344,13.914470672607422
12.05594727313338,17.28597640991211,12.083045959472656
11.002686478101381,12.477897644042969,11.032966613769531
15.186697723753849,24.287811279296875,15.212337493896484
15.796223773243707,28.740436553955078,15.816608428955078
10.702359486509458,11.439022064208984,10.730670928955078
16.044095253750196,28.90503692626953,16.066055297851562
10.515754691281504,15.86386489868164,10.538162231445312
14.354471522182235,21.841266632080078,14.381511688232422
13.910068269185393,20.65589141845703,13.934429168701172
16.2901292059459,31.595802307128906,16.309551239013672
15.267100889405903,24.463729858398438,15.292316436767578
13.694203466164979,19.481006622314453,13.72055435180664
11.87027128341305,17.472660064697266,11.894554138183594
13.450167739967767,17.98300552368164,13.478401184082031
11.128115533083848,13.056526184082031,11.156558990478516
10.63236996344126,14.056549072265625,10.659568786621094
12.902680071950794,17.764633178710938,12.930763244628906
8.58444721001613,12.731842041015625,8.61639404296875
13.981650812562558,21.6444091796875,14.006355285644531
15.460489972197662,25.859981536865234,15.484210968017578
11.148894686563295,14.185379028320312,11.17767333984375
12.103701396595193,16.50109100341797,12.1275634765625
12.578609114730302,17.900413513183594,12.606945037841797
14.235271479368393,22.858078002929688,14.258766174316406
14.291957268399797,22.122936248779297,14.317401885986328
13.127239466129385,19.81157684326172,13.155014038085938
14.609153479552333,23.428672790527344,14.632614135742188
8.611943895094852,9.829723358154297,8.64029312133789
13.558184251922118,18.313716888427734,13.585376739501953
12.77626325855959,16.586071014404297,12.802326202392578
12.320165549967388,15.795368194580078,12.346702575683594
9.333984781661158,11.144599914550781,9.362449645996094
14.549070040455517,19.462261199951172,14.577220916748047
5.951582075922891,6.954051971435547,5.973049163818359
10.797178063241324,12.30752944946289,10.827804565429688
11.467333593786318,14.441947937011719,11.493179321289062
11.305708634827528,14.899555206298828,11.333423614501953
14.23158601894522,19.434310913085938,14.258563995361328
16.461325584934663,32.532535552978516,16.47927474975586
15.267100889405903,24.463729858398438,15.292316436767578
11.986783702994918,16.565441131591797,12.019359588623047
10.345616221070014,12.318153381347656,10.374824523925781
11.271381537928377,13.62136459350586,11.297420501708984
13.743305944903021,18.28791046142578,13.771121978759766
9.457497679428048,12.906620025634766,9.482959747314453
15.44129836355152,24.42844009399414,15.46706771850586
14.29355296389003,19.733787536621094,14.3204345703125
9.485514820490403,14.600399017333984,9.501262664794922
11.070268154967641,13.254440307617188,11.097522735595703
8.486525515694725,9.507225036621094,8.519432067871094
14.016333133403833,21.520824432373047,14.041496276855469
12.53680004072602,18.979049682617188,12.563732147216797
14.542441813622125,24.934894561767578,14.563671112060547
8.397623002338985,8.580352783203125,8.426116943359375
13.824318239334891,19.65567398071289,13.850868225097656
11.459915496077834,15.981338500976562,11.487239837646484
7.329317746230369,7.393161773681641,7.3616485595703125
14.880495334963731,25.415950775146484,14.902950286865234
13.076766926560454,16.358688354492188,13.103527069091797
11.070268154967641,13.254440307617188,11.097522735595703
16.2901292059459,31.595802307128906,16.309551239013672
10.296745131301332,13.946422576904297,10.327938079833984
10.315561747120505,11.820575714111328,10.342262268066406
13.076766926560454,16.358688354492188,13.103527069091797
14.104928027073402,21.367218017578125,14.130950927734375
12.762754152873377,17.375179290771484,12.789134979248047
12.990200830700498,20.299694061279297,13.01504135131836
14.308018783271821,20.761558532714844,14.33489990234375
14.850517402792372,21.748981475830078,14.877735137939453
10.58971525295094,14.645809173583984,10.617183685302734
14.512179617673828,21.416595458984375,14.538352966308594
14.235271479368393,22.858078002929688,14.258766174316406
6.725335194512111,7.791301727294922,6.754329681396484
10.501879502788066,12.33538818359375,10.529449462890625
3.8953219291392176,3.9715957641601562,3.93560791015625
6.928032354285804,7.028476715087891,6.961151123046875
13.8808841147763,20.345394134521484,13.906005859375
14.719520084557347,22.079898834228516,14.745338439941406
10.886625727177863,12.987701416015625,10.912609100341797
14.22938341332194,21.428817749023438,14.25472640991211
9.457497679428048,12.906620025634766,9.482959747314453
13.938938377679008,18.073421478271484,13.967193603515625
12.487591731413977,18.08951187133789,12.51116943359375
9.715396657310277,10.486053466796875,9.74460220336914
13.284759758506944,17.05361557006836,13.311817169189453
9.935251370552333,10.490608215332031,9.96231460571289
15.267100889405903,24.463729858398438,15.292316436767578
12.294992454503591,16.36920928955078,12.324325561523438
13.910068269185393,20.65589141845703,13.934429168701172
12.967678841757468,17.20486068725586,12.9949951171875
15.00930397894596,21.172664642333984,15.0369873046875
15.797676906737525,26.98200225830078,15.82143783569336
11.25427600153949,13.503780364990234,11.282421112060547
13.253262437307304,16.324466705322266,13.281005859375
11.912163385939062,15.57748794555664,11.93927001953125
13.439102608481553,20.640335083007812,13.462188720703125
11.140429057624766,16.820213317871094,11.168109893798828
15.833829274478193,29.237579345703125,15.854698181152344
12.347380175600307,14.396102905273438,12.375846862792969
11.559203830094424,16.020740509033203,11.585224151611328
6.903941014665816,6.980739593505859,6.935665130615234
12.525298165190337,16.043338775634766,12.552112579345703
14.378510320684535,22.443592071533203,14.403934478759766
7.3414145648592255,7.406322479248047,7.374126434326172
14.447442163774307,19.12601089477539,14.475387573242188
10.58971525295094,14.645809173583984,10.617183685302734
13.672000485930342,18.35190200805664,13.69845962524414
13.335445210519284,20.394500732421875,13.360610961914062
14.24877405295684,26.21971893310547,14.269474029541016
13.931606686048092,22.566078186035156,13.953876495361328
5.766077796175111,6.709667205810547,5.793910980224609
11.3955956465123,14.936050415039062,11.421844482421875
14.56054222235116,23.82288360595703,14.582942962646484
11.544317787841495,12.679931640625,11.572376251220703
11.733751635563273,14.703556060791016,11.761505126953125
11.046673849417301,14.519268035888672,11.079959869384766
