bits per pixel,db_quant
2.6237220764160156,-55
2.8811569213867188,-45
0.7682991027832031,-35
0.3414573669433594,-10
2.4235916137695312,-55
2.6380958557128906,-45
1.4928398132324219,-35
0.5273056030273438,-10
1.6615409851074219,-55
2.0465927124023438,-45
1.8189468383789062,-35
0.2786064147949219,-10
3.0350570678710938,-55
3.5313034057617188,-45
0.8021812438964844,-35
0.2964630126953125,-10
3.003559112548828,-55
2.5205726623535156,-45
1.6583290100097656,-35
0.27605438232421875,-10
2.5941390991210938,-55
1.4188461303710938,-45
1.3175468444824219,-35
0.37511444091796875,-10
1.6877479553222656,-55
0.7044563293457031,-45
1.2266616821289062,-35
0.21702194213867188,-10
1.6807441711425781,-55
2.5866127014160156,-45
1.2987861633300781,-35
0.054546356201171875,-10
1.51678466796875,-55
1.8628120422363281,-45
1.5765953063964844,-35
0.5641288757324219,-10
0.8515701293945312,-55
2.478790283203125,-45
1.5999946594238281,-35
0.3409271240234375,-10
1.7004852294921875,-55
1.9443473815917969,-45
1.7310218811035156,-35
0.22245407104492188,-10
2.4452857971191406,-55
1.8335113525390625,-45
1.2266616821289062,-35
0.15093612670898438,-10
0.8493919372558594,-55
2.2710609436035156,-45
1.4031906127929688,-35
0.41504669189453125,-10
2.202983856201172,-55
2.2933120727539062,-45
1.2139358520507812,-35
0.29645538330078125,-10
0.905731201171875,-55
1.6816368103027344,-45
0.4897956848144531,-35
0.182098388671875,-10
1.7916755676269531,-55
0.6725616455078125,-45
1.0428314208984375,-35
0.5755500793457031,-10
1.811309814453125,-55
0.9973716735839844,-45
1.0150070190429688,-35
0.3982963562011719,-10
1.776611328125,-55
1.4149971008300781,-45
0.6496543884277344,-35
0.27289581298828125,-10
2.263103485107422,-55
0.6720466613769531,-45
1.5635871887207031,-35
0.3381500244140625,-10
2.0307884216308594,-55
1.3145484924316406,-45
0.3171424865722656,-35
0.61248779296875,-10
1.2759056091308594,-55
2.1290054321289062,-45
0.6060142517089844,-35
0.12477874755859375,-10
2.4654312133789062,-55
1.9410018920898438,-45
1.9263458251953125,-35
0.16403579711914062,-10
0.5583076477050781,-55
1.4345550537109375,-45
2.275920867919922,-35
0.557098388671875,-10
1.2212448120117188,-55
3.6050643920898438,-45
0.47374725341796875,-35
0.15359115600585938,-10
3.1973419189453125,-55
1.7603111267089844,-45
0.8454475402832031,-35
0.2388458251953125,-10
2.7255096435546875,-55
3.0703277587890625,-45
1.49310302734375,-35
0.13939666748046875,-10
1.7303085327148438,-55
1.6842918395996094,-45
1.0478935241699219,-35
0.21030807495117188,-10
4.247745513916016,-55
1.2249984741210938,-45
1.9669952392578125,-35
0.4821205139160156,-10
3.2370948791503906,-55
1.1863937377929688,-45
0.5923919677734375,-35
0.14544677734375,-10
1.9271125793457031,-55
2.5517005920410156,-45
0.34806060791015625,-35
0.06549835205078125,-10
2.3734512329101562,-55
2.0465927124023438,-45
0.7158851623535156,-35
0.2838554382324219,-10
1.9433746337890625,-55
1.7996826171875,-45
1.9305915832519531,-35
0.5815544128417969,-10
2.294567108154297,-55
1.9665489196777344,-45
1.0579071044921875,-35
0.22908782958984375,-10
3.3171310424804688,-55
1.4872169494628906,-45
1.2202377319335938,-35
0.3871345520019531,-10
1.1623611450195312,-55
1.4126930236816406,-45
1.5624237060546875,-35
0.557098388671875,-10
2.1008453369140625,-55
2.378204345703125,-45
0.9367790222167969,-35
0.3827629089355469,-10
3.134845733642578,-55
3.0691146850585938,-45
0.8024177551269531,-35
0.2643089294433594,-10
0.9883651733398438,-55
1.070953369140625,-45
1.0807075500488281,-35
0.11843490600585938,-10
1.540924072265625,-55
1.4681320190429688,-45
1.0248069763183594,-35
0.4895057678222656,-10
1.7976570129394531,-55
2.637340545654297,-45
1.1331977844238281,-35
0.3428306579589844,-10
1.5147666931152344,-55
2.4409141540527344,-45
0.5335006713867188,-35
0.15135574340820312,-10
1.4918479919433594,-55
2.7090492248535156,-45
1.4681396484375,-35
0.42047882080078125,-10
0.8874778747558594,-55
2.1471519470214844,-45
0.9597434997558594,-35
0.3755950927734375,-10
3.8694992065429688,-55
3.2576675415039062,-45
0.816558837890625,-35
0.15359115600585938,-10
2.923248291015625,-55
2.6135215759277344,-45
1.1331977844238281,-35
0.6747512817382812,-10
1.9449577331542969,-55
1.4863624572753906,-45
1.7079925537109375,-35
0.3355751037597656,-10
1.1264801025390625,-55
2.0592689514160156,-45
0.8611221313476562,-35
0.23740005493164062,-10
1.3138427734375,-55
0.5883140563964844,-45
2.0944595336914062,-35
0.20794677734375,-10
1.1280326843261719,-55
1.4086418151855469,-45
0.36556243896484375,-35
0.5853538513183594,-10
2.15948486328125,-55
4.24090576171875,-45
0.6513671875,-35
0.1938629150390625,-10
1.1623611450195312,-55
2.2629470825195312,-45
0.9408721923828125,-35
0.5250968933105469,-10
1.2007331848144531,-55
0.8203926086425781,-45
1.133575439453125,-35
0.19121170043945312,-10
0.6301956176757812,-55
1.333953857421875,-45
0.9259757995605469,-35
0.4551582336425781,-10
1.441497802734375,-55
2.0237808227539062,-45
2.31427001953125,-35
0.3278961181640625,-10
3.350109100341797,-55
1.5070991516113281,-45
1.2070388793945312,-35
0.18670272827148438,-10
3.8694992065429688,-55
2.782764434814453,-45
1.4364280700683594,-35
0.0645904541015625,-10
3.0212974548339844,-55
1.1066017150878906,-45
1.602996826171875,-35
0.22040176391601562,-10
2.308948516845703,-55
1.5249176025390625,-45
1.4568023681640625,-35
0.23926162719726562,-10
1.5035018920898438,-55
1.1107215881347656,-45
1.263092041015625,-35
0.1151123046875,-10
2.022747039794922,-55
1.586639404296875,-45
1.2364921569824219,-35
0.2392730712890625,-10
1.8112373352050781,-55
2.731792449951172,-45
1.2887992858886719,-35
0.17863082885742188,-10
1.4918479919433594,-55
1.8046684265136719,-45
0.5189590454101562,-35
0.5722084045410156,-10
1.6980361938476562,-55
2.006183624267578,-45
1.6078109741210938,-35
0.4355316162109375,-10
2.7375526428222656,-55
1.0308303833007812,-45
0.6562995910644531,-35
0.3045082092285156,-10
1.6545944213867188,-55
3.064342498779297,-45
1.1093673706054688,-35
0.15624237060546875,-10
1.9146575927734375,-55
1.7088775634765625,-45
2.13482666015625,-35
0.4730033874511719,-10
0.9883651733398438,-55
1.5020637512207031,-45
1.2953338623046875,-35
0.18337631225585938,-10
1.2007331848144531,-55
3.1667022705078125,-45
1.0291328430175781,-35
0.4211387634277344,-10
1.4744758605957031,-55
0.84808349609375,-45
1.3175468444824219,-35
0.3656196594238281,-10
2.5565719604492188,-55
1.4071998596191406,-45
1.7310218811035156,-35
0.11078643798828125,-10
2.070751190185547,-55
2.3940887451171875,-45
2.6505699157714844,-35
0.15003204345703125,-10
0.6358795166015625,-55
0.7559700012207031,-45
0.9952659606933594,-35
0.36518096923828125,-10
1.0245399475097656,-55
2.5557479858398438,-45
1.2970962524414062,-35
0.08417892456054688,-10
1.9024810791015625,-55
1.3261909484863281,-45
1.0579071044921875,-35
0.3529510498046875,-10
1.8005867004394531,-55
0.9459304809570312,-45
1.1486549377441406,-35
0.4276618957519531,-10
2.056732177734375,-55
1.2116889953613281,-45
0.9984855651855469,-35
0.3578300476074219,-10
3.3171310424804688,-55
1.0388107299804688,-45
0.9625053405761719,-35
0.6102333068847656,-10
3.65283203125,-55
1.934417724609375,-45
0.9538955688476562,-35
0.3161888122558594,-10
2.6584129333496094,-55
1.5172004699707031,-45
0.9625968933105469,-35
0.23316574096679688,-10
2.661212921142578,-55
2.41473388671875,-45
1.1136894226074219,-35
0.3459968566894531,-10
2.750629425048828,-55
2.4699249267578125,-45
1.0174751281738281,-35
0.08148956298828125,-10
1.5730056762695312,-55
1.5047035217285156,-45
0.6903114318847656,-35
0.42181396484375,-10
0.5898017883300781,-55
2.5401611328125,-45
1.0562095642089844,-35
0.17679214477539062,-10
0.9909553527832031,-55
2.3987998962402344,-45
1.0147132873535156,-35
0.22267913818359375,-10
1.5147666931152344,-55
1.1211357116699219,-45
0.6012649536132812,-35
0.25075531005859375,-10
1.3589630126953125,-55
2.2898025512695312,-45
1.3207778930664062,-35
0.9319419860839844,-10
2.2664718627929688,-55
1.7949905395507812,-45
1.5876884460449219,-35
0.100128173828125,-10
1.3798446655273438,-55
1.3533248901367188,-45
1.3069038391113281,-35
0.526947021484375,-10
3.4161376953125,-55
2.486492156982422,-45
0.6027297973632812,-35
0.4973869323730469,-10
2.36767578125,-55
1.0572700500488281,-45
1.55609130859375,-35
0.45809173583984375,-10
2.990314483642578,-55
2.118194580078125,-45
1.6583290100097656,-35
0.3357124328613281,-10
4.079872131347656,-55
1.2745590209960938,-45
0.59222412109375,-35
0.7504158020019531,-10
1.0422134399414062,-55
2.3883399963378906,-45
1.4681396484375,-35
0.6258888244628906,-10
2.0516357421875,-55
1.24322509765625,-45
0.5880889892578125,-35
0.2799835205078125,-10
2.021251678466797,-55
3.0350990295410156,-45
1.2070388793945312,-35
0.15190887451171875,-10
2.472412109375,-55
1.7145919799804688,-45
1.04541015625,-35
0.4551582336425781,-10
3.0941619873046875,-55
2.71282958984375,-45
1.8979263305664062,-35
0.102325439453125,-10
2.1735191345214844,-55
1.7918968200683594,-45
0.8594284057617188,-35
0.1622467041015625,-10
1.3138427734375,-55
1.164093017578125,-45
2.6051063537597656,-35
0.3150215148925781,-10
2.7726478576660156,-55
1.3178672790527344,-45
1.0974960327148438,-35
0.1949310302734375,-10
3.2857437133789062,-55
0.9562301635742188,-45
1.0562095642089844,-35
0.27597808837890625,-10
0.8893165588378906,-55
2.587566375732422,-45
1.5942878723144531,-35
0.1738433837890625,-10
2.1626625061035156,-55
2.299762725830078,-45
1.0827102661132812,-35
0.5071945190429688,-10
1.2108840942382812,-55
1.3285255432128906,-45
1.0412216186523438,-35
0.19395065307617188,-10
1.0770225524902344,-55
3.3887252807617188,-45
1.1583976745605469,-35
0.24027633666992188,-10
2.924774169921875,-55
2.5325927734375,-45
1.1729393005371094,-35
0.16476058959960938,-10
1.8178825378417969,-55
0.7262229919433594,-45
2.033611297607422,-35
0.3856468200683594,-10
3.1991615295410156,-55
1.5020637512207031,-45
1.5151443481445312,-35
0.5106430053710938,-10
2.1190948486328125,-55
1.2970504760742188,-45
1.0536727905273438,-35
0.4917144775390625,-10
1.5565261840820312,-55
1.3745460510253906,-45
1.5303192138671875,-35
0.16160202026367188,-10
1.635101318359375,-55
2.332721710205078,-45
0.32601165771484375,-35
0.37511444091796875,-10
1.5904693603515625,-55
1.0902366638183594,-45
0.5202827453613281,-35
0.3578300476074219,-10
2.2476844787597656,-55
3.3789634704589844,-45
1.5706863403320312,-35
0.5349693298339844,-10
1.7303085327148438,-55
3.5313034057617188,-45
0.22008514404296875,-35
0.3368492126464844,-10
2.174449920654297,-55
1.8712196350097656,-45
1.0424041748046875,-35
0.3871345520019531,-10
2.5941390991210938,-55
1.03643798828125,-45
0.6830253601074219,-35
0.4456787109375,-10
0.9271812438964844,-55
1.6374397277832031,-45
1.548553466796875,-35
0.2923011779785156,-10
3.0999832153320312,-55
1.0308303833007812,-45
0.8952064514160156,-35
0.2724037170410156,-10
1.8753395080566406,-55
0.9125518798828125,-45
1.7715873718261719,-35
0.2843017578125,-10
2.817157745361328,-55
1.5211334228515625,-45
1.7574958801269531,-35
0.21313095092773438,-10
1.3663825988769531,-55
3.0537033081054688,-45
0.8551673889160156,-35
0.3054084777832031,-10
2.9961204528808594,-55
1.6515159606933594,-45
0.7632713317871094,-35
0.4001655578613281,-10
1.9118690490722656,-55
1.070953369140625,-45
1.1331977844238281,-35
0.17163848876953125,-10
1.2630043029785156,-55
2.3461761474609375,-45
2.1618576049804688,-35
0.22951889038085938,-10
1.5094337463378906,-55
2.9164505004882812,-45
1.1527481079101562,-35
0.48883056640625,-10
3.6028366088867188,-55
1.6462516784667969,-45
2.0042991638183594,-35
0.2280120849609375,-10
1.8042030334472656,-55
1.3745460510253906,-45
1.4327011108398438,-35
0.4405174255371094,-10
2.7138404846191406,-55
0.658905029296875,-45
1.1583976745605469,-35
0.3566131591796875,-10
1.6751441955566406,-55
1.8372917175292969,-45
1.9813194274902344,-35
0.36762237548828125,-10
0.5898017883300781,-55
2.1836585998535156,-45
1.2139358520507812,-35
0.3435096740722656,-10
2.8244247436523438,-55
2.1820945739746094,-45
0.9057655334472656,-35
0.19089126586914062,-10
1.6865959167480469,-55
2.374614715576172,-45
0.5259284973144531,-35
0.31783294677734375,-10
2.3863182067871094,-55
2.2846298217773438,-45
2.24322509765625,-35
0.11196517944335938,-10
2.5034523010253906,-55
1.657318115234375,-45
1.267303466796875,-35
0.236541748046875,-10
2.056732177734375,-55
1.5674247741699219,-45
1.1915092468261719,-35
0.5891990661621094,-10
2.974102020263672,-55
0.9863967895507812,-45
0.8463096618652344,-35
0.38593292236328125,-10
4.159557342529297,-55
1.3043975830078125,-45
2.24322509765625,-35
0.2539100646972656,-10
2.4837188720703125,-55
1.0252532958984375,-45
0.847869873046875,-35
0.4005012512207031,-10
2.824413299560547,-55
2.0453834533691406,-45
1.4247169494628906,-35
0.14569091796875,-10
3.3709983825683594,-55
3.5921401977539062,-45
1.0558815002441406,-35
0.3957366943359375,-10
2.0332565307617188,-55
2.0300140380859375,-45
1.6385574340820312,-35
0.21797943115234375,-10
2.370361328125,-55
1.5575294494628906,-45
0.6027297973632812,-35
0.1768798828125,-10
1.8033866882324219,-55
2.090717315673828,-45
0.7258033752441406,-35
0.20982742309570312,-10
2.4144515991210938,-55
2.0382461547851562,-45
0.982574462890625,-35
0.3063697814941406,-10
1.7438812255859375,-55
1.4145774841308594,-45
0.8839302062988281,-35
0.28636932373046875,-10
1.7536697387695312,-55
1.0570793151855469,-45
0.8964614868164062,-35
0.7505950927734375,-10
0.9656982421875,-55
2.3164749145507812,-45
0.8463096618652344,-35
0.3866729736328125,-10
2.1844558715820312,-55
2.1298599243164062,-45
1.0341644287109375,-35
0.20799636840820312,-10
2.9637222290039062,-55
2.188770294189453,-45
0.6749801635742188,-35
0.2482757568359375,-10
1.8949089050292969,-55
1.50048828125,-45
0.982574462890625,-35
0.213653564453125,-10
2.942523956298828,-55
2.9404144287109375,-45
1.6212120056152344,-35
0.25356292724609375,-10
2.784374237060547,-55
3.217823028564453,-45
0.6673812866210938,-35
0.44049835205078125,-10
1.3129539489746094,-55
1.9978141784667969,-45
0.9269943237304688,-35
0.27913665771484375,-10
3.0212974548339844,-55
1.7502174377441406,-45
0.9064178466796875,-35
0.43727874755859375,-10
1.6751441955566406,-55
1.3683853149414062,-45
1.272918701171875,-35
0.23693084716796875,-10
1.1773605346679688,-55
1.5575294494628906,-45
0.7405548095703125,-35
0.3934364318847656,-10
1.3194122314453125,-55
0.9201774597167969,-45
1.2912139892578125,-35
0.2854881286621094,-10
3.5732803344726562,-55
0.9121818542480469,-45
0.4627113342285156,-35
0.3647117614746094,-10
3.1088027954101562,-55
1.232513427734375,-45
0.9254150390625,-35
0.4821205139160156,-10
2.900238037109375,-55
2.1599693298339844,-45
1.1275100708007812,-35
0.32283782958984375,-10
0.9966964721679688,-55
2.597888946533203,-45
1.2070388793945312,-35
0.4134025573730469,-10
2.033039093017578,-55
1.7603111267089844,-45
0.9844207763671875,-35
0.37429046630859375,-10
2.0504798889160156,-55
1.0656356811523438,-45
0.731170654296875,-35
0.3278388977050781,-10
3.626995086669922,-55
2.0382461547851562,-45
0.8794708251953125,-35
0.16476058959960938,-10
1.9749946594238281,-55
2.6396484375,-45
2.5214385986328125,-35
0.23418426513671875,-10
4.609596252441406,-55
2.2561492919921875,-45
0.636505126953125,-35
0.3798789978027344,-10
1.6808319091796875,-55
2.324024200439453,-45
1.4437675476074219,-35
0.3523597717285156,-10
2.472576141357422,-55
1.5462303161621094,-45
0.9149131774902344,-35
0.394378662109375,-10
4.551326751708984,-55
1.7007255554199219,-45
1.8333282470703125,-35
0.466949462890625,-10
1.3260612487792969,-55
2.3883399963378906,-45
1.8479766845703125,-35
0.4046478271484375,-10
1.9877967834472656,-55
2.7851791381835938,-45
0.8535919189453125,-35
0.4203681945800781,-10
2.5409507751464844,-55
0.9150238037109375,-45
1.3834724426269531,-35
0.4417228698730469,-10
1.5930747985839844,-55
0.6783409118652344,-45
1.0348548889160156,-35
0.4546852111816406,-10
3.0597686767578125,-55
2.1924209594726562,-45
0.8285484313964844,-35
0.11843490600585938,-10
2.4906959533691406,-55
2.427417755126953,-45
1.53143310546875,-35
0.33359527587890625,-10
1.6176910400390625,-55
2.884685516357422,-45
1.1814956665039062,-35
0.2556648254394531,-10
1.8333702087402344,-55
1.1296272277832031,-45
1.2139358520507812,-35
0.4244842529296875,-10
2.678150177001953,-55
1.4451370239257812,-45
0.8527870178222656,-35
0.23358154296875,-10
3.6803665161132812,-55
1.9826736450195312,-45
0.8024177551269531,-35
0.2939872741699219,-10
1.6635093688964844,-55
0.7747039794921875,-45
2.4328880310058594,-35
0.344146728515625,-10
0.8541069030761719,-55
2.299762725830078,-45
0.5789871215820312,-35
0.23885345458984375,-10
2.346790313720703,-55
2.208080291748047,-45
1.0990753173828125,-35
0.21138381958007812,-10
1.0770225524902344,-55
1.936309814453125,-45
1.6090850830078125,-35
0.18455123901367188,-10
0.8515701293945312,-55
2.0049400329589844,-45
0.9973030090332031,-35
0.40100860595703125,-10
2.2274208068847656,-55
2.2710609436035156,-45
1.7925796508789062,-35
0.351806640625,-10
1.8005867004394531,-55
1.3683853149414062,-45
0.968475341796875,-35
0.11597824096679688,-10
1.2709083557128906,-55
2.0427627563476562,-45
0.5192680358886719,-35
0.3106346130371094,-10
2.0421371459960938,-55
2.8598594665527344,-45
0.8712730407714844,-35
0.38196563720703125,-10
1.5505943298339844,-55
1.2670822143554688,-45
0.6507492065429688,-35
0.28636932373046875,-10
1.2725067138671875,-55
1.4830589294433594,-45
1.5151443481445312,-35
0.3647117614746094,-10
1.1264801025390625,-55
1.7502174377441406,-45
1.46087646484375,-35
0.4250946044921875,-10
2.7198257446289062,-55
3.5921401977539062,-45
1.2266616821289062,-35
0.27854156494140625,-10
2.2928237915039062,-55
2.7257537841796875,-45
2.5214385986328125,-35
0.21797943115234375,-10
1.4646415710449219,-55
2.346324920654297,-45
0.7148513793945312,-35
0.5437545776367188,-10
3.145477294921875,-55
2.4061622619628906,-45
0.640533447265625,-35
0.45809173583984375,-10
2.7375526428222656,-55
0.83892822265625,-45
1.8333282470703125,-35
0.3048286437988281,-10
0.5689811706542969,-55
1.9181976318359375,-45
0.3171424865722656,-35
0.5722579956054688,-10
0.43410491943359375,-55
2.9106788635253906,-45
0.8738021850585938,-35
0.17190933227539062,-10
1.7932205200195312,-55
1.0968551635742188,-45
1.2139854431152344,-35
0.32814788818359375,-10
1.2598037719726562,-55
1.5714454650878906,-45
1.6184234619140625,-35
0.24772262573242188,-10
2.678150177001953,-55
0.4962120056152344,-45
0.470306396484375,-35
0.221893310546875,-10
2.1216049194335938,-55
0.8940277099609375,-45
0.5025291442871094,-35
0.395904541015625,-10
3.2877960205078125,-55
2.3095436096191406,-45
0.6580467224121094,-35
0.22546768188476562,-10
2.344097137451172,-55
1.8810882568359375,-45
1.1243362426757812,-35
0.4456787109375,-10
1.1057395935058594,-55
2.7465972900390625,-45
0.5827522277832031,-35
0.4488525390625,-10
1.7837066650390625,-55
1.1731910705566406,-45
2.050762176513672,-35
0.5312156677246094,-10
2.7397079467773438,-55
3.0703277587890625,-45
0.4651832580566406,-35
0.19854354858398438,-10
1.6478462219238281,-55
2.0539321899414062,-45
1.2819747924804688,-35
0.20799636840820312,-10
1.2527580261230469,-55
1.3587150573730469,-45
1.6479415893554688,-35
0.6449623107910156,-10
1.7453994750976562,-55
1.390411376953125,-45
1.4327011108398438,-35
0.6234664916992188,-10
1.6909828186035156,-55
1.042938232421875,-45
1.49310302734375,-35
0.11378097534179688,-10
2.9695281982421875,-55
1.6922225952148438,-45
1.4036521911621094,-35
0.4123878479003906,-10
2.5042381286621094,-55
1.3107223510742188,-45
0.9816093444824219,-35
0.1768798828125,-10
1.9877967834472656,-55
0.6082611083984375,-45
1.6357269287109375,-35
0.185089111328125,-10
1.8333702087402344,-55
1.7121391296386719,-45
1.0662918090820312,-35
0.16056060791015625,-10
3.052234649658203,-55
1.5329704284667969,-45
1.4422416687011719,-35
0.362518310546875,-10
1.3129539489746094,-55
1.6287307739257812,-45
0.7993507385253906,-35
0.25390625,-10
3.312885284423828,-55
1.7359123229980469,-45
0.5880889892578125,-35
0.3633232116699219,-10
1.6242866516113281,-55
1.5330657958984375,-45
0.36556243896484375,-35
0.26378631591796875,-10
1.3541526794433594,-55
0.5504798889160156,-45
0.3916282653808594,-35
0.2555046081542969,-10
1.5239181518554688,-55
0.48839569091796875,-45
1.7141761779785156,-35
0.29004669189453125,-10
4.220802307128906,-55
1.4681587219238281,-45
1.8621749877929688,-35
0.24896621704101562,-10
3.0212974548339844,-55
2.7465972900390625,-45
1.04022216796875,-35
0.4278984069824219,-10
1.3794975280761719,-55
2.346324920654297,-45
1.1315536499023438,-35
0.15079498291015625,-10
1.1892967224121094,-55
2.629364013671875,-45
0.6878089904785156,-35
0.23358154296875,-10
2.913402557373047,-55
2.066242218017578,-45
0.6703262329101562,-35
0.4086456298828125,-10
3.7138137817382812,-55
0.5505638122558594,-45
1.1476020812988281,-35
0.16864395141601562,-10
1.3260612487792969,-55
2.885791778564453,-45
0.5827522277832031,-35
0.3428306579589844,-10
1.5934982299804688,-55
2.0295257568359375,-45
1.3539199829101562,-35
0.21702194213867188,-10
1.2036972045898438,-55
2.6884078979492188,-45
0.705078125,-35
0.4934654235839844,-10
1.7976570129394531,-55
1.2039146423339844,-45
0.7228546142578125,-35
0.3967132568359375,-10
1.9706764221191406,-55
1.03643798828125,-45
0.8482017517089844,-35
0.16976547241210938,-10
1.7442131042480469,-55
2.1703109741210938,-45
1.8979263305664062,-35
